theta1;theta2;theta3;theta4;theta5;theta6;theta7;theta8;y
0.82093077;-0.69110477;-0.94327474;-10.663.946;0.74548399;-12.115.462;-0.43769109;0.50956275;0.42240151
-0.49151423;-0.9297839;-11.420.549;-0.10756541;0.67790943;13.472.411;13.358.921;0.2396156;0.56865364
15.090.503;-0.59607374;0.61501345;-14.361.538;-0.93282893;-1.518.135;-0.62359398;-0.30241901;0.31834045
0.53131279;0.32754193;0.69120573;-0.58018756;-15.084.899;0.72013638;-0.39085356;0.3405464;0.40712945
13.677.143;0.92686287;-0.51499248;0.29134105;-0.53722618;-1.224.388;-0.0055239297;-0.41854759;0.74940826
0.14156941;-13.736.481;-0.39090365;-1.173.982;-0.22309361;-0.85773306;14.070.938;-0.50344127;11.188.766
11.715.036;0.66072284;-0.8474902;12.283.146;15.273.111;0.8491911;-0.88439821;-10.284.136;0.96083044
10.995.673;-0.76122153;0.21323461;0.87793042;-0.43672558;0.099404287;-1.205.838;0.49548017;0.91451159
-15.616.402;-12.849.647;-0.72308763;-0.68404395;-12.863.645;-0.6394476;-0.10481461;-0.82696381;0.61308309
15.191.565;-10.937.789;-12.533.313;15.024.315;0.51278616;0.19265982;0.81440795;-0.37478361;0.99157976
0.73941664;14.587.369;-0.36015679;-0.75607868;10.083.642;-0.94836693;-0.1647518;-0.094886626;0.9414879
-0.76505811;0.0013193319;0.69384425;0.32794616;-13.147.265;12.382.068;-1.240.399;11.695.478;0.73325504
0.20712679;0.18286332;-0.15167539;14.376.304;13.552.109;0.63235423;0.22328318;-0.35549007;0.67215736
0.29533083;0.90624901;-13.766.324;0.26506858;0.48365953;-0.03044751;-14.828.614;0.58757272;0.92800682
-0.091098468;0.8859886;0.76953869;0.2291589;15.655.688;0.34830329;-0.19748225;13.089.805;0.83979281
-1.136.333;-0.33882046;-0.30014164;-0.11891321;-14.658.892;114.636;-15.622.578;-0.53770332;0.65567727
-0.60643834;11.519.483;0.91733841;-0.52142658;-0.83085891;-0.51491577;0.5639783;11.823.023;0.59933649
-10.825.799;-0.83971506;-1.230.019;14.269.288;0.13371896;0.8984033;0.59821831;0.38069013;0.89282018
1.183.504;-10.567.981;-12.497.017;-0.52564264;11.758.577;0.97003001;11.586.634;-11.652.205;0.56645382
-14.135.208;0.95967907;0.95210961;-0.31734795;-11.195.328;15.700.422;-10.774.512;0.82783893;0.61974158
-0.31964658;0.38941783;-11.668.392;0.75733738;-0.99010259;14.622.602;-0.58143685;-0.62495529;0.65114756
-0.17665841;10.080.045;-12.452.768;-11.640.405;0.36198137;-0.47297406;12.856.299;-12.793.837;0.83812569
-0.29283534;-10.780.903;-0.077237432;-13.318.125;-14.441.661;-10.456.125;-0.29293484;-15.409.981;0.4382793
11.922.097;12.423.155;-0.65175454;0.075649281;-0.1548216;0.4600628;-0.48011761;-0.26601979;0.86918643
0.39126405;0.57148324;0.69495641;-0.90756115;-0.84786191;0.81600785;14.148.001;-0.50822819;0.65899645
0.62147577;10.700.049;-0.30915712;-0.9478457;0.24923866;-15.496.422;-0.1689314;0.19916426;0.62381107
-0.65224007;10.958.946;0.19049216;0.57367439;12.112.318;-10.334.925;0.76972988;15.575.981;0.90160426
-118.215;-0.45707277;0.31876293;0.19759897;-0.34689999;-0.042721377;-0.22842473;-0.34049928;0.93224179
-0.96274858;-0.82794988;10.331.273;0.38253216;0.44779997;14.065.425;-0.1082897;12.103.804;0.32947853
14.283.154;-12.397.182;0.18838463;15.194.993;-10.818.347;-0.72478983;-10.429.131;1.051.546;0.91520114
0.78706694;-0.90187121;-0.54496661;0.21818293;11.427.217;15.536.415;-12.944.974;-12.668.299;0.79673162
-10.126.526;0.43506344;-15.111.978;0.76187526;11.675.016;-0.86618621;-1.089.117;-10.374.093;11.049.122
14.974.561;-15.163.783;10.751.459;-0.29414435;-0.18861985;0.14866536;1.271.229;0.10088161;0.6023944
0.44551459;-11.710.099;-0.46376714;11.827.235;-0.26680236;10.524.911;-0.42565706;-0.94281387;0.4344347
1.348.449;0.91380168;-0.24294327;11.774.321;-10.944.949;-10.904.371;-0.61178721;0.32065777;10.629.879
-0.066601605;-0.98158422;0.92297789;0.20964605;-11.510.167;10.757.893;0.12509468;14.637.564;0.49264091
-0.96619168;-0.98293613;-0.69510001;-13.457.304;0.7902985;0.9250812;0.740731;-0.45896792;10.322.213
0.10891452;14.281.734;10.371.902;-13.659.392;-0.10682993;0.097769034;-0.66570543;-12.639.143;0.74189134
-10.221.141;1.541.728;-0.64255948;14.185.535;15.004.137;0.15119322;-12.996.734;0.84114296;0.98220079
-0.44278796;-0.03396143;1.298.395;0.082144527;-0.11165002;-0.44402165;-0.11765636;-0.07722433;0.68244345
0.49578357;0.9801027;0.62280616;14.438.975;-0.97109275;-13.893.217;-13.886.484;-0.43155101;0.98970061
11.308.175;12.158.107;-0.28365685;-1.217.955;-0.58202725;11.289.916;-0.12236925;0.85967203;0.73901935
-0.98512248;12.120.789;15.169.517;0.44847181;0.78747976;-0.25833064;10.832.171;0.32313734;0.27137363
-0.76021963;13.225.832;1.383.456;0.78501466;-0.35745944;-0.081956787;0.10045511;-0.84440656;0.22909359
-0.15397129;-12.531.514;0.81860004;-0.94772113;-10.956.545;-14.301.328;13.137.685;-1.367.084;0.6627797
0.87686891;-0.47766348;11.766.381;-0.47428813;13.512.091;0.083732512;13.941.618;10.283.293;0.39960611
0.32457511;-13.208.124;-0.56992574;-11.400.969;-0.80251148;-0.14118241;-14.618.143;12.300.828;0.71827806
13.289.556;-0.39986732;-0.025841562;-10.349.851;-0.95317699;-0.95032485;-14.583.434;-0.8201567;0.49394927
-0.96680161;-0.70330804;-0.77934777;0.0033145854;-10.647.539;-0.25274797;0.328363;0.93487977;0.85179916
-0.71750015;13.149.138;-1.198.261;-0.84043049;-0.80708583;-0.50193337;-0.98142462;14.193.892;0.86344181
15.491.277;-13.489.208;-15.631.078;-0.5146323;0.70548522;-0.81795522;-14.421.074;15.613.223;0.67640608
-13.305.646;15.630.195;-11.553.925;-0.62050783;0.71944002;0.23610911;-0.11242962;-0.57900496;11.540.587
-0.94354645;-0.32842432;-0.49738862;12.125.877;-0.36162892;0.45425911;-15.073.736;13.176.869;10.998.737
0.57456246;-0.049175148;0.16745193;0.44937869;10.844.953;0.66266276;-0.62428999;12.772.606;0.84161362
-0.5846164;-0.24784261;-0.50238396;0.31891774;-0.40801397;0.42701487;0.47765897;0.41642232;0.67155348
12.539.091;0.26107367;10.339.208;0.49335897;0.6059988;14.413.325;1.245.059;-0.65848261;0.30477095
0.64629093;-0.93970627;0.95777729;12.211.559;-0.021527442;-0.34625379;-0.44184474;0.71369374;0.66106472
-14.158.084;-0.85704436;-0.15785318;-0.057408147;-0.52855475;-12.578.351;0.64048347;0.44987941;10.976.437
-10.696.559;-0.14230692;-15.341.982;-0.38977445;10.042.839;-0.6581778;15.092.007;-0.69027897;10.776.854
-15.131.488;-10.004.334;0.9237315;-0.71850572;-0.77814108;-0.4465138;-0.083200854;0.38308565;0.79751522
-0.29897022;-0.48012553;-0.5955136;0.35649403;0.23316008;0.70748913;-0.34801824;1.397.239;10.795.198
-13.857.797;12.817.093;0.31712907;0.57791662;11.553.576;-0.15832177;0.50290034;-0.0094863969;0.71686683
0.9691447;-0.21306204;-12.944.666;-0.75985075;-0.089607721;0.01500861;13.617.556;0.78335284;0.86713013
-0.74296351;0.48193159;-0.57113709;-0.23747794;-12.140.865;0.92229289;0.52359156;-0.60370797;0.63932965
0.84305398;0.79836052;-15.355.239;-14.690.202;-0.50751897;0.35840709;0.40239176;0.8244977;0.6706109
0.62529067;0.30308265;0.6340734;-0.046159601;-0.44722692;13.148.784;-0.85068973;-0.23229577;0.57841624
0.63282866;13.884.422;0.58933549;0.16896807;12.883.798;11.981.273;-0.15405317;0.80469795;0.89571577
-14.814.282;-0.20281776;-0.48000572;-0.15340093;-11.981.034;-0.6840206;-0.49930486;0.0021164146;0.87439304
-1.241.589;-0.13002773;0.15381356;10.381.243;10.844.242;-12.466.993;-0.62274125;10.130.603;0.79551682
-0.92828562;11.724.423;-0.38632425;-0.65005475;15.384.901;11.482.742;13.745.446;-0.9279004;0.6147861
-0.5473258;11.682.434;0.72034006;0.98905651;-10.456.322;0.24046185;-13.014.877;-0.35606977;0.72912889
-0.32148909;-0.28740348;-0.94269589;0.90600874;0.12835602;13.540.821;0.8060303;0.26932762;0.60453316
0.27222359;13.791.493;-0.83811955;-0.010680191;-0.99449149;0.3613382;0.40364657;-0.44573399;0.51738615
11.029.064;0.69229234;0.62616697;-0.43118395;-11.456.388;0.31251217;13.893.818;12.473.843;0.47974888
115.083;-11.018.662;-0.3471175;0.74565258;0.069427123;-0.3508758;-0.1175207;0.93968843;10.596.886
-0.7865325;0.62351378;-0.066217222;0.36990062;13.307.832;-0.40012764;0.89145151;0.55725185;0.9645076
0.57014312;-0.95692191;-0.78904874;-0.29215657;14.744.551;12.045.982;0.37018051;0.64417374;10.035.037
0.53779343;-11.738.138;-0.87951722;0.033911723;0.28392107;12.587.977;12.703.107;0.69980332;0.43542756
0.33207651;0.91347052;-0.85243017;13.260.639;-0.21788778;11.282.901;-0.15092282;-0.52850963;0.6119126
-14.003.025;-0.26426708;-11.313.842;0.69752751;10.570.618;0.51898773;-12.945.029;-13.788.654;12.569.511
-12.129.506;0.67526701;0.88658917;-10.789.933;0.33132026;15.655.468;-11.814.913;0.93764243;0.79382667
-0.26572812;-13.615.481;0.33023572;-13.671.389;-15.441.214;13.072.141;0.68227447;0.72756429;0.97057124
12.522.895;-0.17880851;-0.92243208;0.10586437;0.64913954;11.897.164;0.17377299;10.944.717;10.505.653
-14.405.937;12.695.876;0.44370738;11.209.578;-0.66303323;-0.67355643;-10.784.571;0.76167735;0.92896577
0.19640241;0.26090587;-0.75109388;-0.19334021;-0.37033293;-1.304.515;1.361.277;-0.47888891;0.79202232
-0.87864666;-0.61844493;-0.71560017;-1.062.072;-0.69051432;0.19180847;-12.374.138;0.07454391;0.85558129
12.126.621;13.261.598;-10.754.363;0.28460437;-0.43096993;0.45086585;0.13030152;-0.63596992;0.66539653
-14.405.747;-0.83249292;-12.748.679;-12.998.915;12.011.029;0.18082706;0.28764367;-10.482.399;13.683.618
0.51571721;0.94520978;-10.432.794;-0.64155764;-0.93765544;1.240.288;-0.48395578;0.28397773;0.46353604
0.0049407739;-0.89325074;-11.679.631;-0.7131877;-0.94616966;10.539.556;-0.26147656;0.73440155;0.77549489
13.581.787;0.8061157;-12.843.703;-13.697.014;0.46855108;15.321.098;0.45158361;-0.23076319;0.68042396
0.096491264;-13.025.416;-0.52789084;10.193.885;-10.347.434;-14.649.253;-0.32204826;14.300.418;10.481.982
0.66686637;-11.990.649;-0.40377157;-13.840.123;0.92398054;-0.3381017;0.29898698;15.291.716;0.72307453
-11.795.878;0.63240809;-0.34867257;-0.74226873;0.44850666;0.66581695;-14.741.413;-0.58276624;12.056.888
1.259.001;0.87480638;-10.695.165;-0.046038093;13.707.079;0.032417101;-12.930.399;0.93366764;0.78943
14.036.388;0.21724816;0.82900942;-0.93043101;0.18844012;13.386.858;14.170.584;-0.10320141;0.42752289
0.73730904;0.75916682;0.19790637;10.942.681;0.38770208;-0.79500485;0.086578838;-0.34698422;0.9105262
15.116.248;13.089.583;-0.73425426;0.48035402;0.44575566;-0.45299212;0.57313832;-0.96788552;0.8668005
-0.18148091;-0.91069212;-0.4354083;-0.58311549;-0.88305019;-1.359.544;0.61261985;-0.085213762;0.77199006
0.33682943;-0.16307263;-11.379.602;13.471.108;-0.54087988;-10.533.248;13.027.449;0.37855646;0.53117149
-0.057671102;-12.929.547;0.31881775;-0.56721844;12.009.854;-0.35500701;1.474.684;0.67334198;0.92898099
14.739.239;-0.29343255;-11.871.068;14.934.458;0.22810467;-0.71841685;0.98994021;0.84183599;0.91115691
0.78064542;0.57967968;0.55134881;-0.98247576;10.121.258;-12.914.469;0.050375791;-0.99574735;0.78115065
10.167.042;0.59757476;-11.788.187;-0.25911551;-0.92534717;-0.084670689;-15.640.957;-0.26169765;0.73452946
0.62421476;-0.23269287;-15.225.277;-0.70689927;-14.261.902;0.08121023;1.091.097;-0.12267238;0.74703668
13.996.074;0.41384251;-0.851632;0.64735001;0.37357841;14.491.307;0.59042797;-0.86989266;0.4861409
-10.444.429;-0.03503903;-0.2828451;0.67620278;-13.114.554;-12.274.143;-0.96830909;0.68622593;1.166.004
12.684.672;-14.231.587;-0.54798121;-1.342.145;-0.21692423;-14.548.176;-0.92095116;0.61254395;0.59512895
0.27974002;10.583.411;12.293.938;-0.79495426;15.435.738;-0.10312397;0.20085036;0.026985545;0.78680384
-13.737.421;-0.15885589;0.16637469;0.397383;-0.426514;0.95459178;-15.200.313;11.567.128;0.90623346
-0.91984485;0.46280431;0.24202036;-0.20990736;0.69357139;-0.28964415;0.26614945;0.69666395;0.97043706
-0.054906663;-0.2313489;-0.72628362;0.095472203;15.455.672;14.194.239;-0.45419524;0.11510796;0.9799395
0.81194791;10.106.939;-15.613.638;-0.75253565;-14.822.876;-0.99735546;0.4108172;-0.60166126;0.27905466
-0.66991697;0.14081439;-0.11730636;0.18533496;0.022217101;0.98513527;-0.61604346;0.66603632;0.95797501
0.17354334;10.481.167;13.521.635;-15.351.769;-0.44671568;0.97518608;0.84690006;0.57785682;0.61824053
1.344.872;0.78736728;-0.46900599;0.18266752;0.45608851;0.2635555;-0.70693443;13.766.883;0.67294274
-0.49606228;0.89369223;-0.32762857;0.75695929;-0.0065457121;-0.068436739;0.056444287;0.17040783;0.72838423
0.46812513;0.33088945;0.75849988;-12.353.845;-0.058040551;-0.39336528;-0.10185174;-1.088.119;0.65359542
12.310.838;0.63992858;-0.47542533;-0.32106793;15.477.677;-13.793.571;0.34580666;-0.80467401;10.698.007
0.2953959;-15.335.387;-14.034.508;10.674.166;0.94516736;-1.043.296;0.02619361;0.40030334;13.147.557
10.025.676;-0.55916758;-0.71961036;-15.650.819;15.354.342;-14.468.072;0.41303841;-13.932.604;0.96606051
-13.488.479;-14.259.089;0.64040347;0.22404784;10.003.691;-0.56197778;-0.98313193;0.90373642;0.8573905
-0.3540536;-11.822.136;0.1647199;-11.975.182;-0.59982087;-15.330.717;12.790.312;-0.50249862;0.78150234
-0.40236831;11.092.243;0.70429827;14.951.666;0.18142903;10.063.444;-12.418.089;-0.89332732;0.44774363
12.447.252;0.52228762;-0.3801513;-0.33483539;-12.087.184;-0.70442492;-14.813.474;-0.48102758;0.83765157
0.23131368;0.47814957;0.79659578;-0.9859072;-13.921.907;1.393.077;0.11614429;-13.126.239;0.58827808
15.388.374;0.065890551;-10.826.428;-13.826.788;0.033002739;-0.84543587;11.080.918;-10.062.243;0.88052548
-1.491.506;-15.597.193;0.1270384;-0.32173261;-13.848.621;0.18297123;0.33702289;-0.41815995;0.56538113
-0.97321628;-0.75294907;-11.486.246;-0.6790781;0.68287902;-0.42178703;0.052156059;-0.27149332;14.395.848
14.269.004;-0.47976682;0.15321314;0.14043089;0.90980489;-15.416.663;0.082525228;-13.956.589;0.85877384
-10.038.895;10.273.703;-10.527.496;0.88582447;0.95930275;10.703.884;15.591.543;14.325.395;0.54648606
11.230.183;0.81966831;-0.11268738;0.044228674;0.34787365;12.579.164;0.68195349;-0.47524028;0.37232983
-0.11955029;0.2815384;0.44351121;-12.061.403;0.20856089;-11.179.611;10.623.896;-14.348.529;0.7998096
13.375.593;0.57734286;-0.90643207;10.970.192;-0.73458909;0.29277848;-12.305.339;-0.70689018;0.50306144
-0.87796198;-0.97822239;-0.82100031;-0.40617744;0.22024399;0.99389723;-0.47880475;0.80011068;11.841.933
0.15377042;-10.293.086;-0.67726596;0.056677832;0.84454118;0.5826767;14.888.771;14.436.239;0.90963881
-11.112.306;11.605.864;-0.81883354;0.68174022;0.48801137;0.70293857;0.7720522;0.46699395;0.64035891
0.31630666;-0.17305013;11.821.248;0.61947878;-0.69134661;-12.414.387;11.035.897;10.688.573;0.51570105
0.59129895;0.66131756;0.54026562;0.3417703;12.886.841;-15.435.369;0.068899997;0.65765152;0.73430713
11.038.889;-0.19058816;10.415.618;13.021.426;0.77347136;10.477.604;-12.454.375;10.260.726;0.50329092
-11.848.375;12.092.659;0.57559486;0.77641817;-0.1771695;1.082.349;0.36386224;10.008.809;0.38167338
0.99217326;11.694.914;10.590.952;-0.91573895;0.54198849;12.180.162;-12.482.963;-142.331;0.65126612
-0.11780171;-13.032.553;-0.050565587;-0.16214924;-14.181.158;0.58028391;-0.55964694;-14.842.033;0.45816899
-0.68992341;-0.62859923;15.157.859;-14.813.631;0.99132713;13.280.008;-0.057639795;-0.75932136;0.56833734
0.075736554;0.30883989;0.6381672;-0.147382;13.692.076;-1.307.044;-11.415.013;-0.76481344;0.68284879
0.55924127;0.76092033;0.27887918;-14.743.392;0.10593386;-14.729.658;0.49371203;11.776.803;0.28716158
-0.47714949;-0.63573906;-0.13381026;-14.783.253;-0.85256769;-0.3867782;0.87186094;12.392.336;0.64823342
10.345.655;-0.30969179;0.43134218;0.64241748;-0.3010927;-0.62592729;0.97865918;-0.9603107;0.37765215
-0.77340399;0.62919057;-12.278.867;-0.54343894;0.64080161;12.338.039;-10.543.515;15.610.818;10.329.549
13.095.605;0.20504607;0.029601785;-0.96844255;0.57305689;-11.116.971;12.381.988;-14.793.127;0.7664671
-0.2140982;-0.11776333;11.455.659;-0.022380855;-0.75593186;-124.178;0.49810777;-0.24366219;0.72283598
-12.248.464;-0.044925709;-12.959.874;0.83608374;-0.34604407;-0.99597021;-0.64721523;14.063.309;11.542.768
0.86370752;-10.841.509;-0.99808633;-0.28453047;-0.87472054;-0.86567964;-15.525.462;-11.392.532;0.82818681
-0.96744108;-0.086616323;12.678.316;-0.5996263;12.255.817;-0.76220688;0.42467241;0.57880794;0.74508677
11.013.347;-12.031.378;-0.97658297;0.30994251;-10.718.061;10.038.394;-0.22939611;-14.874.332;0.73981238
-0.13123972;12.951.261;13.915.694;0.44320339;0.04669246;11.769.523;-0.72629443;1.504.011;0.56421454
-0.34796007;-0.91058181;-10.506.817;0.20327322;-0.63798258;15.694.326;1.398.529;0.6580738;1.013.822
14.806.129;-14.505.889;0.084235552;15.018.412;-0.31750992;0.64108256;-0.31916744;-13.012.965;0.31822336
0.10557566;-12.881.534;-11.113.591;-12.511.062;11.766.281;-0.98819351;-15.485.664;0.87836188;0.59611664
-0.58967237;-12.794.651;12.970.722;-0.66240864;-0.73647986;10.320.658;13.390.594;0.28419421;0.21801824
11.013.834;0.23142811;0.38089652;0.7023232;-0.14200786;11.962.169;-0.79850454;12.313.306;0.65689447
0.68616388;0.32060811;-0.83804191;0.982373;0.88427461;-13.756.926;0.41799219;13.024.615;0.82922925
-0.43037404;0.62911709;-12.105.796;-14.680.415;-0.87151538;0.85616347;0.59361521;-0.1470386;0.88778839
-1.350.162;-10.299.722;-12.568.701;0.69601081;-14.539.885;10.450.491;-0.80735763;11.557.071;0.69921153
-0.44848883;-0.56732031;-0.1464884;-1.437.344;12.651.161;-0.50479918;-0.72098994;-0.49837929;0.78403967
-107.094;-0.21876215;0.97810083;14.061.482;0.50719771;12.819.865;-0.55497568;-0.77463752;0.19728111
-11.035.451;-1.071.982;-10.136.963;-10.685.852;13.311.228;13.040.172;-0.087715391;-0.57291386;10.743.182
0.68071651;0.23277302;-0.33715107;0.7729543;0.89922775;0.866489;-0.82562463;0.018260609;0.9173519
-0.87801239;0.93336745;0.93510051;0.5573137;-0.88143632;-13.428.771;0.14164283;-0.97001764;0.6659223
-0.69353129;11.346.773;-11.537.992;-14.579.677;14.507.783;-0.53337834;-0.73617722;-13.622.306;11.774.014
-0.87158108;10.537.672;11.478.596;0.3590396;13.296.772;-15.259.861;-13.386.291;0.91713621;0.33355979
0.58331639;150.733;-0.44494902;-0.62086894;-14.061.926;0.7139917;-13.948.394;-14.868.042;0.48980569
-11.120.607;-0.107427;-12.676.677;14.265.052;0.32218967;-0.82539652;-0.50129419;-0.49089329;1.066.586
-10.693.658;0.89026857;0.5899441;-13.628.553;-10.639.747;0.83386852;0.50005722;-0.62125601;0.83908768
0.22096223;-0.66194336;0.32400996;-0.15660175;-0.27697643;0.18334119;0.70133014;12.041.708;0.71578328
0.34965672;-0.90252457;12.553.292;0.64897846;0.69753015;-0.48702534;-1,50E+02;0.35928095;0.51065055
-12.393.754;-11.211.012;-0.61836361;-0.22864588;-10.345.641;15.554.944;-0.25188423;0.29392066;0.75399791
-14.233.016;0.92432372;-0.44870062;-0.68355378;0.7967373;-11.389.496;14.486.806;1.340.897;10.390.647
-13.439.084;-0.066899866;-14.889.931;0.31603435;12.959.537;-0.60249547;0.63232963;-13.300.243;11.679.408
0.98306607;0.30411762;0.42070473;-0.84385551;0.43228421;-0.78818541;-0.44383318;-12.872.151;0.7183151
0.75561827;-0.06633739;-0.94074148;-15.303.313;-11.031.517;10.640.648;-13.633.371;-12.169.359;0.53518142
13.588.018;0.33287228;0.59382581;-0.058543064;1.009.022;-13.493.277;11.706.066;-12.729.074;0.75251621
11.445.355;-0.59216027;-0.40941691;-0.6147722;0.31483121;10.062.984;-14.092.268;0.49058019;0.89633938
0.23700426;0.12780622;-0.98203896;0.22188735;0.92606316;-14.774.485;-0.40712514;-1.499.416;10.271.676
-0.20895391;-0.81027127;0.79896452;0.19028592;0.89344133;-0.32870185;-0.16345579;11.722.255;0.72861327
0.41216001;0.57499738;10.297.222;-0.0059323296;-0.74440582;15.694.128;-14.494.443;0.66651983;0.52683513
-0.038542257;0.44194275;-0.49273085;0.82630172;-14.066.025;0.308171;-0.90174028;-0.72065822;0.60118478
-0.61162638;10.067.895;-0.089121541;-13.281.179;-0.28316506;-10.562.136;-0.50587072;-1.263.048;0.65523122
-0.3134725;0.49259774;0.67396122;-0.66104354;0.3576252;1.358.595;-10.194.099;-0.30641458;0.9008374
-0.081495085;0.99354361;-13.169.178;-14.872.059;0.73994639;0.81047253;10.242.022;-0.83945681;0.58018735
0.046496245;0.92257933;-0.91734424;-0.9578709;-12.864.189;-0.3339234;0.98105588;0.14199902;0.52575361
-0.79418132;-1.110.469;11.320.633;-14.155.104;-0.40186007;-13.661.454;15.279.745;-10.329.046;0.76283425
0.821718;0.55023789;1.103.467;0.79717718;0.36207917;10.949.893;12.884.765;0.41306488;0.37825413
0.17306293;-10.006.345;11.477.195;-0.73577813;0.19956627;0.034717848;0.42704096;-0.53832373;0.55843738
